class_one,class_two,class_three,Job_name,job_company,job_link,low_salary,job_release_time,job_experience,job_edu,job_area,job_welfare
技术,后端开发,Java,JAVA开发工程师,文思海辉,https://www.lagou.com/jobs/3799602.html,15,14:28发布,经验5-10年 , 本科,北京·朝阳区,"“六险一金,带薪年假,周末双休,公司氛围好”"
技术,后端开发,Java,Java,乐天创研,https://www.lagou.com/jobs/2013118.html,21,09:26发布,经验3-5年 , 本科,上海·长寿路,“出国培训，跨境电商，不加班，14薪”
技术,后端开发,Java,Java,壹米滴答,https://www.lagou.com/jobs/2260060.html,15,08:38发布,经验5-10年 , 大专,上海,“新平台 新机遇 新挑战”
技术,后端开发,Java,Java开发工程师,链家上海研发中心,https://www.lagou.com/jobs/2401622.html,14,2017/11/7,经验3-5年 , 本科,上海,“大平台 新项目 成长多”
技术,后端开发,Java,Java工程师,洋钱罐,https://www.lagou.com/jobs/3801707.html,10,17:37发布,经验1-3年 , 本科,北京·团结湖,"“互金独角兽,技术驱动,工作氛围好,弹性工作制”"
技术,后端开发,Java,Java开发工程师,上海你我贷互联网金融信息服务,https://www.lagou.com/jobs/3800709.html,18,16:09发布,经验3-5年 , 本科,上海·东方路,"“大牛云集,互联网金融,分布式开发,美女众多”"
技术,后端开发,Java,Java开发工程师,开科唯识,https://www.lagou.com/jobs/3798359.html,7,11:18发布,经验1-3年 , 本科,佛山·桂城,"“五险一金,金融项目,弹性工作,晋升空间”"
技术,后端开发,Java,Java,浙江执御信息技术有限公司,https://www.lagou.com/jobs/2472508.html,15,09:11发布,经验3-5年 , 大专,杭州·拱墅区,"“扁平化管理,年终奖金,带薪休假,旅游活动”"
技术,后端开发,Java,Java开发,有鱼金融科技,https://www.lagou.com/jobs/688530.html,15,09:07发布,经验3-5年 , 本科,上海·漕宝路,“无限发挥空间，快来跟牛逼的团队一起战斗！”
技术,后端开发,Java,Java工程师,ENJOY,https://www.lagou.com/jobs/3799975.html,15,15:04发布,经验1-3年 , 本科,北京·三里屯,"“弹性上班,零食无限,带薪年假,美女如云”"
技术,后端开发,Java,java开发工程师,京东商城,https://www.lagou.com/jobs/3799334.html,15,14:01发布,经验3-5年 , 本科,北京·大兴区,"“java,统招本科”"
技术,后端开发,Java,Java工程师,拉勾网,https://www.lagou.com/jobs/2914210.html,15,2017/11/6,经验5-10年 , 本科,北京·中关村,“技术挑战、工作居住证、美味果盘、运动健身”
技术,后端开发,Java,java开发,泛微,https://www.lagou.com/jobs/2672568.html,13,10:46发布,经验3-5年 , 本科,上海·浦江,“免费三餐、半年调薪 、国外旅游、项目奖金”
技术,后端开发,Java,Java研发工程师,51社保网,https://www.lagou.com/jobs/3699023.html,12,15:57发布,经验3-5年 , 本科,北京·建外大街,"“互联网大咖,七险一金,地铁周边,团建丰富”"
技术,后端开发,Java,JAVA开发工程师,尚德机构,https://www.lagou.com/jobs/3799647.html,10,14:32发布,经验3-5年 , 本科,北京·来广营,"“准上市公司,五险一金”"
技术,后端开发,Java,Java开发工程师,乐天创研,https://www.lagou.com/jobs/3586997.html,10,09:26发布,经验3-5年 , 本科,大连·中山区,"“跨境电商,和谐稳定,出国培训,不加班”"
技术,后端开发,Java,Java开发工程师,链家上海研发中心,https://www.lagou.com/jobs/699510.html,15,2017/11/7,经验3-5年 , 本科,上海·吴江路,“万亿级O2O平台 一年两次调薪 季度奖金”
技术,后端开发,Java,Java,壹米滴答,https://www.lagou.com/jobs/2517279.html,15,08:38发布,经验3-5年 , 本科,上海,“福利待遇好、员工旅游、交社保”
技术,后端开发,Java,Java工程师,洋钱罐,https://www.lagou.com/jobs/3801727.html,10,17:39发布,经验1-3年 , 硕士,北京·团结湖,"“技术分享,年底双薪,技术驱动,氛围轻松”"
技术,后端开发,Java,Java开发,有鱼金融科技,https://www.lagou.com/jobs/3442205.html,15,11:58发布,经验1-3年 , 本科,上海·漕宝路,“准上市公司 互联网文化 扁平化管理”
技术,后端开发,Java,JAVA,大众出行,https://www.lagou.com/jobs/3798566.html,15,11:39发布,经验3-5年 , 本科,上海·徐汇区,"“五险一金,自由工时制,绩效奖金,公司午餐”"
技术,后端开发,Java,Java开发工程师,江苏亿科达,https://www.lagou.com/jobs/3298523.html,10,09:41发布,经验3-5年 , 大专,上海·浦东新区,"“五险一金,年终奖,体检旅游,过节费”"
技术,后端开发,Java,Java开发工程师,zilliz,https://www.lagou.com/jobs/3320102.html,15,09:17发布,经验3-5年 , 本科,上海·徐汇区,"“丰厚期权,行业高薪,前沿技术,精英团队”"
技术,后端开发,Java,java开发工程师,金证股份,https://www.lagou.com/jobs/3799736.html,7,14:40发布,经验3-5年 , 本科,上海·唐镇,"“假期多,加班少,环境好,旅游”"
技术,后端开发,Java,Java工程师,上海西信,https://www.lagou.com/jobs/3357842.html,7,10:38发布,经验3-5年 , 本科,乌鲁木齐·天山区,“团队NICE+十三薪+年终奖”
技术,后端开发,Java,Java开发工程师,360,https://www.lagou.com/jobs/3719059.html,15,2017/10/18,经验3-5年 , 本科,北京·酒仙桥,“团队专业，福利好，有班车，管三餐”
技术,后端开发,Java,Java,拉勾网,https://www.lagou.com/jobs/961289.html,15,2017/11/6,经验3-5年 , 本科,北京·苏州街,“你将亲身经历企业服务领域独角兽的成长过程”
技术,后端开发,Java,java开发工程师,泛微,https://www.lagou.com/jobs/2568922.html,13,10:46发布,经验3-5年 , 本科,上海·浦江,“美味三餐 全球游 半年调薪 氛围轻松”
技术,后端开发,Java,Java开发工程师,链家上海研发中心,https://www.lagou.com/jobs/677168.html,15,2017/11/7,经验3-5年 , 本科,上海·吴江路,“万亿级O2O平台 一年两次调薪 半年度奖金”
技术,后端开发,Java,Java工程师,有鱼金融科技,https://www.lagou.com/jobs/1265104.html,12,09:07发布,经验3-5年 , 本科,上海·漕宝路,“快来跟牛逼的团队一起战斗！”
技术,后端开发,Java,java工程师,桔子分期,https://www.lagou.com/jobs/2701681.html,20,18:24发布,经验3-5年 , 本科,北京·小营,“丰厚的福利待遇 完善的发展平台”
技术,后端开发,Java,Java开发工程师,远传技术,https://www.lagou.com/jobs/3294519.html,15,17:34发布,经验5-10年 , 本科,杭州·江南,"“五险一金,餐补,年终奖金,定期体检”"
技术,后端开发,Java,Java工程师,宗盛智能,https://www.lagou.com/jobs/2156064.html,13,17:04发布,经验1-3年 , 大专,杭州·仓前,“娃哈哈 自动售货机 互联网+ 发展空间大”
技术,后端开发,Java,JAVA开发工程师,新致软件,https://www.lagou.com/jobs/3369944.html,13,08:32发布,经验3-5年 , 大专,杭州·西溪,“五险一金 补充商业保险 年度旅游 工会活动”
技术,后端开发,Java,Java工程师,51社保网,https://www.lagou.com/jobs/3780894.html,18,15:57发布,经验5-10年 , 本科,北京·建外大街,"“互联网大咖,七险一金,地铁周边,团建丰富”"
技术,后端开发,Java,java开发工程师,美团点评,https://www.lagou.com/jobs/3256560.html,15,11:23发布,经验3-5年 , 本科,上海·中山公园,"“技术大牛,福利多多”"
技术,后端开发,Java,Java,集奥聚合（GEO）,https://www.lagou.com/jobs/1572804.html,15,10:01发布,经验3-5年 , 本科,北京·东直门,“六险一金 职业晋升机会大 福利好”
技术,后端开发,Java,Java开发工程师,江苏亿科达,https://www.lagou.com/jobs/3643587.html,10,09:41发布,经验3-5年 , 本科,上海·浦东新区,"“五险一金,年终奖,体检旅游,过节费”"
技术,后端开发,Java,Java,Udesk－企业级智能客服平台,https://www.lagou.com/jobs/3682392.html,15,09:17发布,经验3-5年 , 本科,北京·西直门,"“团队强悍,待遇优厚”"
技术,后端开发,Java,Java开发工程师,浙江执御信息技术有限公司,https://www.lagou.com/jobs/3283731.html,15,09:11发布,经验3-5年 , 不限,杭州·拱墅区,"“技术大牛,晋升空间,年终奖金,旅游活动”"
技术,后端开发,Java,Java工程师,达达-京东到家,https://www.lagou.com/jobs/3390495.html,15,14:38发布,经验3-5年 , 大专,北京·亦庄,“京东到家、O2O电商、极客文化”
技术,后端开发,C++,C++（存储行业背景）,XSKY,https://www.lagou.com/jobs/2225807.html,13,2017/11/7,经验1-3年 , 本科,深圳·科技园,“牛人汇聚 国际化技术氛围 广阔晋升”
技术,后端开发,C++,高级C++研发工程师,深瞐科技,https://www.lagou.com/jobs/3108645.html,15,2017/11/6,经验1-3年 , 本科,武汉·东湖新技术开发区,“五险一金，带薪年假，交补，话补，餐补”
技术,后端开发,C++,C++,武汉佰钧成技术有限公司,https://www.lagou.com/jobs/2421523.html,20,2017/11/2,经验5-10年 , 本科,上海·北新泾,"“福利待遇好,拒绝加班,工作环境好”"
技术,后端开发,C++,C++,泰赋星,https://www.lagou.com/jobs/3674219.html,7,2017/10/31,经验1-3年 , 大专,南京·新街口,"“五险一金,年底双薪,节假日福利,餐补”"
技术,后端开发,C++,C++工程师-业务逻辑,亿联网络,https://www.lagou.com/jobs/3514777.html,15,2017/10/27,经验3-5年 , 本科,厦门·思明区,"“丰厚年终奖,多次调薪,上市公司,全额公积金”"
技术,后端开发,C++,C++软件开发工程师,厦门福信光电,https://www.lagou.com/jobs/3613533.html,5,11:24发布,经验1-3年 , 本科,厦门·思明区,"“C++,朝阳行业”"
技术,后端开发,C++,高级C++研发工程师,百度,https://www.lagou.com/jobs/3749308.html,18,2017/11/7,经验1-3年 , 不限,北京·海淀区,"“专业技能强,提升空间大”"
技术,后端开发,C++,Linux C/C++研发工程师,蓝盾信息安全技术股份有限公司,https://www.lagou.com/jobs/3420656.html,10,10:56发布,经验不限 , 大专,广州·棠下,“五险一金、免费午餐、加班补贴、餐费补贴。”
技术,后端开发,C++,C++工程师,盒子支付,https://www.lagou.com/jobs/3059226.html,8,10:48发布,经验1-3年 , 本科,深圳·南山区,"“双休,班车接送,下午茶供应,健身房”"
技术,后端开发,C++,C++高级开发工程师,新氧盒子,https://www.lagou.com/jobs/3771601.html,25,09:27发布,经验1-3年 , 本科,北京·朝阳区,"“六险一金,竞争力薪资,技术氛围好,geek”"
技术,后端开发,C++,C++开发工程师,英雄互娱,https://www.lagou.com/jobs/3784258.html,15,2017/11/3,经验3-5年 , 本科,北京·工体,"“项目好,奖金高”"
技术,后端开发,C++,C++开发工程师,高新兴科技集团,https://www.lagou.com/jobs/3333278.html,10,2017/10/27,经验1-3年 , 本科,广州·黄埔区,"“薪酬高,福利好,发展机会大”"
技术,后端开发,C++,交付开发工程师-C++开发工程师,SenseTime,https://www.lagou.com/jobs/3048056.html,10,14:38发布,经验1-3年 , 本科,深圳·南山区,"“人工智能,前景广阔,福利齐全,技术领先”"
技术,后端开发,C++,C++客户端开发工程师,abc360,https://www.lagou.com/jobs/3577355.html,13,13:02发布,经验1-3年 , 本科,杭州·长河,“孝顺基金 学习基金 五险一金 周末双休”
技术,后端开发,C++,C++开发工程师,彭珠贸易,https://www.lagou.com/jobs/3691152.html,20,11:28发布,经验3-5年 , 大专,上海·浦东新区,"“高薪,海外机会,带薪假,项目奖金”"
技术,后端开发,C++,高级C++研发工程师,深瞐科技,https://www.lagou.com/jobs/3034426.html,15,2017/11/6,经验1-3年 , 本科,武汉·东湖新技术开发区,"“五险一金,带薪年假,交补话补,餐补”"
技术,后端开发,C++,C++,泰赋星,https://www.lagou.com/jobs/3253895.html,10,2017/10/31,经验1-3年 , 大专,南京·秦淮区,“五险一金 年底双薪 饭补 节假日福利”
技术,后端开发,C++,高级C++开发工程师-信息安全(J170601008),滴滴出行,https://www.lagou.com/jobs/3614196.html,25,09:56发布,经验3-5年 , 本科,北京·海淀区,“大平台 高速发展”
技术,后端开发,C++,C++/Lua 游戏服务端高级开发工程师,链牌 PokerLink,https://www.lagou.com/jobs/3330361.html,10,09:54发布,经验3-5年 , 本科,深圳·南山区,"“数千万融资,奖金丰厚,腾讯技术大,发展空间大”"
技术,后端开发,C++,C++高级开发工程师,恒生电子,https://www.lagou.com/jobs/3735582.html,10,2017/11/7,经验3-5年 , 本科,杭州·开发区,"“技术大牛,周末双休”"
技术,后端开发,C++,高级C++开发工程师,竞技世界,https://www.lagou.com/jobs/3464125.html,20,10:59发布,经验5-10年 , 本科,北京·上地,“福利”
技术,后端开发,C++,C++客户端开发工程师（郑州）,乐至科技,https://www.lagou.com/jobs/3161323.html,6以上,10:47发布,经验1-3年 , 不限,郑州·东风路,“薪酬和能力成正比”
技术,后端开发,C++,C++工程师,麦风科技,https://www.lagou.com/jobs/2751992.html,10,09:02发布,经验3-5年 , 大专,深圳·西乡,"“晋升机会多,技术牛人多,人性化管理,年终奖多”"
技术,后端开发,C++,C++软件工程师,梦网荣信科技集团,https://www.lagou.com/jobs/3645254.html,10,08:51发布,经验1-3年 , 大专,深圳·科技园,“工资高”
技术,后端开发,C++,C++开发工程师,东城电子,https://www.lagou.com/jobs/3794643.html,7,2017/11/7,经验1-3年 , 本科,杭州·江干区,"“饭补,五险”"
技术,后端开发,C++,地图业务部-高级C++开发工程师,美团点评,https://www.lagou.com/jobs/3706349.html,20,2017/11/7,经验3-5年 , 本科,北京·朝阳区,"“发展空间大,有前景,有挑战性,六险一金”"
技术,后端开发,C++,C++高级开发工程师,映客直播,https://www.lagou.com/jobs/2821271.html,30,2017/11/6,经验3-5年 , 本科,北京·望京,"“一线牛人,千万量级,高福利待遇,扁平化”"
技术,后端开发,C++,C++高级开发工程师,力太科技,https://www.lagou.com/jobs/3216580.html,10,2017/11/2,经验3-5年 , 本科,杭州·滨江区,"“双休,六险一金,期权”"
技术,后端开发,C++,C++开发工程师,中科院广州软件所,https://www.lagou.com/jobs/3767403.html,8,2017/10/31,经验1-3年 , 本科,广州·南沙区,"“五险一金,免费班车,免费体检,节假日福利”"
技术,后端开发,C++,C++软件工程师,三泰电子,https://www.lagou.com/jobs/3372438.html,10,2017/10/13,经验3-5年 , 本科,广州·龙口,"“上市公司,平台大,福利好”"
技术,后端开发,C++,C++ 开发工程师,英夫美迪,https://www.lagou.com/jobs/2782546.html,16,2017/10/9,经验3-5年 , 本科,北京·公主坟,"“定期体检,享受年假,弹性时间”"
技术,后端开发,C++,C++,客金科技,https://www.lagou.com/jobs/3352465.html,8,2017/11/7,经验1-3年 , 本科,北京·西红门,“C++”
技术,后端开发,C++,高级C++开发工程师,Mobvista,https://www.lagou.com/jobs/3152987.html,20,2017/11/6,经验3-5年 , 本科,北京·朝阳区,"“上市公司,15+薪资,包四餐”"
技术,后端开发,C++,C++软件开发工程师,Momenta,https://www.lagou.com/jobs/3544720.html,20,2017/11/3,经验3-5年 , 本科,北京·中关村,“扁平化管理”
技术,后端开发,C++,C++ 开发工程师,有点科技,https://www.lagou.com/jobs/3524628.html,10,2017/11/1,经验3-5年 , 本科,深圳·南山区,"“带薪年假,升职加薪,下午茶零食,外出旅游”"
技术,后端开发,C++,C++开发工程师,邢帅教育,https://www.lagou.com/jobs/2220210.html,13,2017/10/18,经验3-5年 , 大专,广州·番禺区,"“待遇优,技术平台广,五险一金,年终奖金”"
技术,后端开发,C++,Linux C++/Python高级研发工程师,好巧,https://www.lagou.com/jobs/2600432.html,35,10:40发布,经验5-10年 , 本科,北京·亚运村,"“高增长,期权激励,弹性工作,百万医疗”"
技术,后端开发,C++,C++ 应用软件开发工程师,信领达,https://www.lagou.com/jobs/1820231.html,6,09:25发布,经验1-3年 , 本科,杭州·翠苑,“股票期权，五险一金”
技术,后端开发,C++,c++（明鉴事业群）,安恒信息,https://www.lagou.com/jobs/2734989.html,10,09:22发布,经验3-5年 , 本科,杭州·江南,"“五险一金,带薪年假,节假日福利,国内外旅游”"
技术,后端开发,C++,Linux C/C++开发工程师,蓝盾信息安全技术股份有限公司,https://www.lagou.com/jobs/2478201.html,6,2017/11/7,经验3-5年 , 不限,广州,“五险一金、完善的晋升机制、各种福利、”
技术,后端开发,C++,高级Win软件开发工程师(C++),万兴科技股份有限公司,https://www.lagou.com/jobs/3506427.html,15,2017/11/7,经验5-10年 , 本科,深圳·南山区,"“平台好,空间大,待遇优”"
技术,后端开发,C++,C++开发工程师,易居中国-创新研发中心,https://www.lagou.com/jobs/3080707.html,15,2017/11/7,经验1-3年 , 本科,上海·闸北公园,"“上市公司,公司氛围好,平台大,技术牛”"
技术,后端开发,C++,C++高级软件工程师,睿琪软件,https://www.lagou.com/jobs/2902472.html,12,2017/11/6,经验3-5年 , 本科,杭州·滨江区,"“五险一金,带薪年假,员工旅游,定期体检”"
技术,后端开发,C++,2018秋招-C++开发工程师J13493,好未来,https://www.lagou.com/jobs/3321653.html,10,2017/10/24,经验不限 , 本科,北京·海淀区,“六险一金 纽交所上市 大平台”
技术,后端开发,C++,C++开发工程师,广电运通,https://www.lagou.com/jobs/3633113.html,8,2017/10/17,经验1-3年 , 本科,广州·萝岗区,"“软件设计,维护和升级,linux,嵌入式”"
技术,后端开发,C++,C++,竞技世界,https://www.lagou.com/jobs/2195463.html,15,2017/10/17,经验3-5年 , 本科,北京·上地,"“五险一金,年终奖,境内外游,健康体检”"
技术,后端开发,C++,C++开发工程师,爱狄特,https://www.lagou.com/jobs/3603229.html,15,17:25发布,经验3-5年 , 本科,北京·东直门,“六险一金 带薪年假 绩效奖金”
技术,后端开发,C++,移动平台-C++研发工程师,凌志软件,https://www.lagou.com/jobs/3602316.html,10,16:16发布,经验3-5年 , 本科,上海·浦东新区,"“办公环境好,福利待遇好,上市公司”"
技术,后端开发,C++,C++ 中级工程师,ZingFront智线,https://www.lagou.com/jobs/1407405.html,13,15:59发布,经验1-3年 , 本科,北京·朝阳公园,“带薪年假+福利多+办公环境好+氛围自由开放”
技术,后端开发,C++,C++高级工程师,游族网络,https://www.lagou.com/jobs/92135.html,10,10:40发布,经验5-10年 , 本科,上海·虹桥,“公司重点产品”
技术,后端开发,C++,C++客户端开发工程师,诺奚信息技术有限公司,https://www.lagou.com/jobs/3547708.html,15,09:52发布,经验3-5年 , 本科,杭州·江干区,"“双休,五险一金,绩效奖金,年终奖金”"
技术,后端开发,C++,高级C++工程师,博实结,https://www.lagou.com/jobs/2984782.html,10,09:39发布,经验3-5年 , 大专,深圳·民治,"“帅哥美女,五险一金,绩效奖金,旅游活动”"
技术,后端开发,C++,C++软件工程师,梦网荣信科技集团,https://www.lagou.com/jobs/2875477.html,10,08:51发布,经验5-10年 , 大专,深圳·科技园,“高薪 美女”
技术,后端开发,C++,互联网技术中心-c++开发工程师,国泰君安证券股份有限公司,https://www.lagou.com/jobs/2903239.html,10,2017/11/7,经验3-5年 , 硕士,上海·曹路,“国内综合实力最强的证券公司之一”
技术,后端开发,C++,C++开发工程师,尚趣网络,https://www.lagou.com/jobs/2451741.html,9,2017/11/6,经验1-3年 , 大专,广州·东圃,“实力团队 出彩项目 即将上线 等你来”
技术,后端开发,C++,高级 C/C++ 文件系统开发工程师,红象云腾,https://www.lagou.com/jobs/3339511.html,10,2017/11/3,经验1-3年 , 本科,北京·西北旺,"“五险一金,餐饮补贴,周末双休,晋升空间大”"
技术,后端开发,C++,C++开发,成都非凡无限科技有限公司,https://www.lagou.com/jobs/3344258.html,8,11:26发布,经验1-3年 , 大专,成都·建设路,"“五险一金,法定双休,带薪年假,年终旅游”"
技术,后端开发,C++,C++软件工程师,金证股份,https://www.lagou.com/jobs/3327595.html,10,2017/11/3,经验3-5年 , 本科,深圳·南山区,"“高新企业,互联网业务”"
技术,后端开发,C++,C++高级工程师,时空悦动,https://www.lagou.com/jobs/3128092.html,20,2017/10/25,经验3-5年 , 本科,北京·朝阳区,"“谷歌大牛,海归团队,未来独角兽,员工期权”"
技术,后端开发,C++,C++开发工程师,领通科技,https://www.lagou.com/jobs/3761964.html,11,18:55发布,经验3-5年 , 本科,北京·回龙观,"“高速发展期,产品前景好,股权激励”"
技术,后端开发,数据挖掘,高级算法与数据挖掘工程师,无秘,https://www.lagou.com/jobs/2940160.html,25,10:09发布,经验3-5年 , 硕士,深圳·科技园,"“高速成长,核心团队”"
技术,后端开发,数据挖掘,数据挖掘专家-P7-安全基础平台蚂蚁金服-杭州上海,蚂蚁金服集团,https://www.lagou.com/jobs/3511219.html,25,2017/11/7,经验3-5年 , 硕士,杭州·西湖区,"“顶尖的团队,大牛云集,核心业务,成长晋升快”"
技术,后端开发,数据挖掘,数据挖掘工程师/专家,阿里文娱,https://www.lagou.com/jobs/3330782.html,25,2017/11/4,经验3-5年 , 本科,北京·东四,“大平台 技术牛人”
技术,后端开发,数据挖掘,数据挖掘工程师,叮咚钱包,https://www.lagou.com/jobs/3694117.html,16,2017/10/31,经验3-5年 , 本科,北京·朝阳区,"“五险一金,15薪,福利齐全,发展平台大”"
技术,后端开发,数据挖掘,高级数据挖掘专家,橙鹰,https://www.lagou.com/jobs/3262074.html,20,17:13发布,经验5-10年 , 硕士,杭州·仓前,"“阿里巴巴,大数据,数据挖掘,发展前景”"
技术,后端开发,数据挖掘,数据挖掘与分析,Rokid,https://www.lagou.com/jobs/3500842.html,15,12:50发布,经验5-10年 , 本科,杭州·西溪,"“五险一金,股票期权,人工智能,弹性工作制”"
技术,后端开发,数据挖掘,数据挖掘工程师,平安付,https://www.lagou.com/jobs/2885876.html,15,2017/11/7,经验3-5年 , 本科,上海·龙华,"“待遇从优,环境优越”"
技术,后端开发,数据挖掘,数据挖掘工程师,百度,https://www.lagou.com/jobs/3562839.html,15,2017/11/2,经验3-5年 , 本科,北京·西北旺,"“公司平台好,团队氛围佳,福利待遇好,最多5个字”"
技术,后端开发,数据挖掘,数据挖掘工程师,新浪网,https://www.lagou.com/jobs/3519850.html,25,10:38发布,经验1-3年 , 本科,北京·西北旺,“前景好，业务好，核心部门”
技术,后端开发,数据挖掘,数据挖掘,乐易网络,https://www.lagou.com/jobs/3383151.html,30,09:47发布,经验3-5年 , 本科,深圳·南山区,"“海外手游,高配团队,两次调薪,大神指导”"
技术,后端开发,数据挖掘,数据分析师/数据挖掘,北京国文互联,https://www.lagou.com/jobs/3784134.html,15,09:01发布,经验1-3年 , 本科,北京·双榆树,"“五险一金,餐补,交通补助,通讯补助”"
技术,后端开发,数据挖掘,数据挖掘工程师/数据分析专家,EPNET,https://www.lagou.com/jobs/3255176.html,20,2017/11/1,经验3-5年 , 本科,北京·兴丰大街,"“期权股票,发展空间大”"
技术,后端开发,数据挖掘,数据挖掘工程师,平安证券,https://www.lagou.com/jobs/3592044.html,18,2017/10/27,经验3-5年 , 本科,上海·徐汇区,"“机会多,平台大,福利好”"
技术,后端开发,数据挖掘,数据挖掘 『米粒白条』,通善金融,https://www.lagou.com/jobs/3637137.html,15,15:35发布,经验3-5年 , 本科,上海·浦东新区,"“大数据挖掘,互联网项目,偏平管理,人文环境好”"
技术,后端开发,数据挖掘,数据挖掘工程师,有书,https://www.lagou.com/jobs/3073797.html,10,10:07发布,经验1-3年 , 本科,北京·望京,"“六险一金,14薪,餐补等”"
技术,后端开发,数据挖掘,数据挖掘/算法专家-P7-安全智能-蚂蚁金服,蚂蚁金服集团,https://www.lagou.com/jobs/3339238.html,25,2017/11/7,经验3-5年 , 本科,北京·海淀区,"“顶尖的团队,精英云集,成长空间大,前沿的技术”"
技术,后端开发,数据挖掘,高德-数据挖掘与分析高级工程师,阿里巴巴—高德,https://www.lagou.com/jobs/3314526.html,15,2017/11/7,经验3-5年 , 本科,北京·望京,“发展前景”
技术,后端开发,数据挖掘,数据挖掘高级工程师,极光,https://www.lagou.com/jobs/2568079.html,20,2017/11/7,经验3-5年 , 本科,深圳·南新路口,“D轮路上、14薪+、下午茶、工作餐等”
技术,后端开发,数据挖掘,数据挖掘工程师,探探,https://www.lagou.com/jobs/193256.html,15,2017/11/6,经验1-3年 , 本科,北京·建国门,“2017最黑马的社交应用、最值钱的股权激励”
技术,后端开发,数据挖掘,数据挖掘工程师,美利金融,https://www.lagou.com/jobs/3783991.html,13,2017/11/3,经验3-5年 , 不限,上海·浦东新区,"“带薪年假,大牛团队”"
技术,后端开发,数据挖掘,数据挖掘工程师,联想集团,https://www.lagou.com/jobs/3691255.html,15,2017/11/1,经验3-5年 , 本科,上海·张江,“上市公司 世界500强 福利全面”
技术,后端开发,数据挖掘,数据挖掘工程师,啦咔网络,https://www.lagou.com/jobs/3698670.html,18,10:33发布,经验1-3年 , 本科,广州·天河区,"“人工智能,微信机器人”"
