class_one,class_two,class_three,Job_name,job_company,low_salary,job_release_time,0,job_edu,job_area,job_welfare,second_time,,
设计,高端职位,设计经理/主管,高级UI设计师/设计经理,有品 PICOOC,20,2017/11/8 9:46,3, 本科,北京,“新兴的行业，产品有意思”,1510105560,,
设计,高端职位,设计经理/主管,设计经理,上海伊纳网络,10,2017/11/3 0:00,3, 大专,上海,"“绩效奖金,节日福利”",1509638400,,
设计,高端职位,设计经理/主管,产品设计师/设计经理/平面设计,上海众像,7,2017/11/7 0:00,3, 本科,上海,"“福利好,年终奖金,办公环境好,氛围好”",1509984000,,
设计,高端职位,设计经理/主管,设计经理/主管,源慧信息,9,2017/10/31 0:00,1, 大专,上海,“五险一金商险旅游绩效体检季度聚餐弹性”,1509379200,,
设计,高端职位,设计经理/主管,设计经理-170523,美团点评,25,2017/11/6 0:00,5, 大专,北京,"“平台好,氛围好,发展空间大”",1509897600,,
设计,高端职位,设计经理/主管,设计经理,霸王（广州）有限公司,25,2017/11/1 0:00,5, 不限,广州,"“五险一金,班车,年度旅游,年终奖”",1509465600,,
设计,高端职位,设计经理/主管,设计经理,速网电商,10,2017/10/12 0:00,3, 大专,杭州,"“环境好,氛围好,福利好,领导好”",1507737600,,
设计,高端职位,设计经理/主管,设计经理,CIG,12,2017/10/11 0:00,3, 本科,北京,“绩效奖金、生日礼物、个人成长空间”,1507651200,,
设计,高端职位,设计经理/主管,室内设计经理,超级猩猩健身,10,2017/11/8 10:28,3, 本科,深圳,"“五险一金,晋升机会,健身福利,同事美丽”",1510108080,,
设计,高端职位,设计经理/主管,设计经理/主管,华夏典当行,15,2017/10/24 0:00,5, 大专,北京,“待遇福利优厚，团队氛围活跃，晋升空间大”,1508774400,,
设计,高端职位,设计经理/主管,设计经理,维克网络,6,2017/10/19 0:00,3, 大专,深圳,"“年轻团队,扁平化管理,新业务发展,晋升空间大”",1508342400,,
设计,高端职位,设计经理/主管,空间设计经理-深圳-00902,百灵鸟,15,2017/10/31 0:00,3, 本科,深圳,“年底双薪 福利丰厚”,1509379200,,
设计,高端职位,设计经理/主管,精装设计经理,中锐教育集团,20,2017/11/3 0:00,5, 本科,上海,"“集团公司,教育地产,薪酬福利”",1509638400,,
设计,高端职位,设计经理/主管,设计经理/主管,咖啡小镇,8,2017/11/1 0:00,1, 不限,北京,“工作餐 五险 晋升空间大 下午茶 氛围融洽”,1509465600,,
设计,高端职位,设计经理/主管,设计经理/主管,QualityIn质量学院,10,2017/10/25 0:00,3, 本科,北京,"“五险一金,带薪年假,工作氛围好,晋升机会”",1508860800,,
设计,高端职位,设计经理/主管,设计经理,玖财通,15,2017/11/6 0:00,3, 本科,北京,"“晋升空间大,培训多”",1509897600,,
设计,高端职位,设计经理/主管,设计经理,博动公关,10,2017/10/13 0:00,5, 大专,成都,"“上班灵活,双休,额外年假奖,节日福利”",1507824000,,
设计,高端职位,设计经理/主管,高级视觉设计师/设计经理,热点发现wowtrend,18,2017/11/8 17:40,5, 大专,深圳,"“行业前景好,交通便利,福利待遇好,办公环境棒”",1510134000,,
设计,高端职位,设计经理/主管,室内设计经理,骅锶装饰,6,2017/11/8 13:38,1, 不限,贵阳,“福利待遇好，发展前景大”,1510119480,,
设计,高端职位,设计经理/主管,室内设计经理,美豪酒店,12,2017/11/6 0:00,5, 大专,无锡,"“酒店设计,室内装潢,创新设计”",1509897600,,
设计,高端职位,设计经理/主管,设计经理,红演圈,10,2017/10/16 0:00,3, 本科,北京,"“高薪,弹性工作时,舒适办公环”",1508083200,,
设计,高端职位,设计经理/主管,资深平面设计师/设计经理,美点子,9,2017/11/6 0:00,1, 不限,深圳,"“发展前景好,上升空间大,工作氛围好”",1509897600,,
设计,高端职位,设计经理/主管,设计经理,智合公关,8,2017/10/24 0:00,3, 不限,北京,“任你脑洞超级大”,1508774400,,
设计,高端职位,设计经理/主管,设计经理,若羽臣-杭州分公司,10,2017/10/9 0:00,3, 大专,杭州,"“国际大牌,专业团队”",1507478400,,
设计,高端职位,设计经理/主管,流程设计经理－业务,ofo,15,2017/11/8 14:35,3, 本科,北京,“国际化 高潜力 福利待遇好”,1510122900,,
设计,高端职位,设计经理/主管,素材设计经理-深圳,美图公司,15,2017/11/8 10:12,3, 本科,深圳,“设计大咖定期分享、明星产品、超nice福利”,1510107120,,
设计,高端职位,设计经理/主管,工业设计经理,众托帮,15,2017/11/8 13:04,5, 本科,上海,"“领导好,福利完善”",1510117440,,
设计,高端职位,设计经理/主管,室内设计经理,工道科技,9,2017/11/7 0:00,3, 大专,深圳,"“年终奖,五险一金,提成,可安排住宿”",1509984000,,
设计,高端职位,设计经理/主管,设计经理,北京汇智远扬文化传媒有限公司,18,2017/10/9 0:00,5, 本科,北京,“正规公司五险一金 前途光明 上市公司背景”,1507478400,,
设计,高端职位,设计经理/主管,美工，设计经理,峰銮科技,4,2017/10/30 0:00,0, 不限,北京,“活动设计”,1509292800,,
设计,高端职位,设计经理/主管,机电设计经理,美豪酒店,12,2017/11/6 0:00,0, 大专,无锡,"“暖通排水,酒店强弱电,机电工程,设计管理”",1509897600,,
设计,高端职位,设计经理/主管,产品设计经理,韩后电商,12,2017/11/8 0:00,1, 大专,广州,"“七险一金,年终奖,带薪年假,春节假期”",1510070400,,
设计,高端职位,设计经理/主管,资深交互设计师/设计经理（移动端）,小蚁,20,2017/11/8 13:31,5, 本科,深圳,"“小米生态链,成长公司,快速发展”",1510119060,,
设计,高端职位,设计经理/主管,产品设计经理,世纪超星,12,2017/11/7 0:00,3, 本科,北京,"“年终奖金,带薪年假,专业培训,节日福利”",1509984000,,
设计,高端职位,设计经理/主管,电商设计经理,美甲帮,10,2017/11/8 19:33,3, 本科,广州,“双休 年轻团队 五险一金 体检 团队趴”,1510140780,,
设计,高端职位,设计经理/主管,设计经理（龙珠直播）,PPTV聚力,15,2017/11/8 9:17,5, 本科,上海,“苏宁平台、直播、游戏、电竞、五险一金”,1510103820,,
运营,编辑,记者,记者,数字尾巴,1,2017/11/8 11:27,1, 大专,深圳,“福利好”,1510111620,,
运营,编辑,记者,记者,智东西,6,2017/11/8 10:13,0, 本科,北京,"“公司牛人多,上升空间大,福利待遇好”",1510107180,,
运营,编辑,记者,记者,青声网络,5,2017/11/8 10:24,1, 本科,杭州,“弹性工作制，福利待遇超级好，公司氛围佳”,1510107840,,
运营,编辑,记者,记者,一刻talks,10,2017/11/7 0:00,1, 本科,北京,“绩效奖金+五险一金+前景+车饭补+团建”,1509984000,,
运营,编辑,记者,内容主笔/记者,腾跃校长在线,8,2017/11/8 15:41,3, 本科,北京,"“五险一金,年终奖金,南周大牛带,免费午餐”",1510126860,,
运营,编辑,记者,资深编辑/记者,新知百略,8,2017/11/8 10:00,3, 大专,北京,“股权绩效、五险一金、福利待遇好”,1510106400,,
运营,编辑,记者,科技媒体网站编辑/记者,巴比特,8,2017/11/8 19:36,1, 本科,杭州,“丰厚期权让你有强烈归属感”,1510140960,,
运营,编辑,记者,明星直播频道宣传/记者,PPTV聚力,10,2017/11/8 9:17,3, 本科,上海,“公司平台大，氛围好，待遇高”,1510103820,,
运营,编辑,记者,高级记者,投中信息,10,2017/11/8 8:22,3, 本科,北京,"“五险一金,带薪病假,带薪年假”",1510100520,,
运营,编辑,记者,记者,以太资本,10,2017/11/8 10:47,1, 本科,北京,“快速成长、同事优秀、出国TB、气氛融洽”,1510109220,,
运营,编辑,记者,记者,小右科技,4,2017/11/7 0:00,1, 大专,杭州,“大牛团队，高薪，周末双休，弹性工作”,1509984000,,
运营,编辑,记者,新媒体编辑/记者,钓鱼之家,5,2017/11/8 11:54,0, 本科,北京,"“五险一金,绩效奖金,员工旅游,带薪年假”",1510113240,,
运营,编辑,记者,深度主管/记者,Q房网,9,2017/11/8 9:49,1, 大专,深圳,"“五险一金,六日双休,节假日福利,定期体检”",1510105740,,
运营,编辑,记者,记者,创业黑马,10,2017/11/8 9:12,1, 本科,北京,"“上市公司,中关村,早午餐”",1510103520,,
运营,编辑,记者,记者,雷锋网,8,2017/11/8 18:44,1, 本科,北京,"“五险一金,绩效奖金,晋升空间大,双休”",1510137840,,
运营,编辑,记者,记者,青声网络,5,2017/11/8 10:24,1, 本科,深圳,“弹性工作，福利待遇炒鸡棒，公司氛围佳”,1510107840,,
运营,编辑,记者,资深编辑&记者&内容,新知百略,10,2017/11/8 10:00,3, 大专,北京,“五险一金、福利好”,1510106400,,
运营,编辑,记者,记者,华邑集团,7,2017/11/7 0:00,3, 本科,杭州,"“集团产业多,公司发展快,全国性杂志”",1509984000,,
运营,编辑,记者,财经记者,金融界网站（互联网证券）,8,2017/11/8 16:52,1, 本科,北京,“六险一金 餐补”,1510131120,,
运营,编辑,记者,媒体编辑/记者,WINGCA,4,2017/11/8 14:58,0, 本科,南京,"“团队年轻,绩效合理,晋升空间大”",1510124280,,
运营,编辑,记者,记者,母婴行业观察,6,2017/11/8 18:55,1, 大专,北京,“好玩，有趣，有发展空间”,1510138500,,
运营,编辑,记者,记者以及实习生,卷卷科技,7,2017/11/8 9:17,1, 本科,北京,"“有趣的烟,有趣的人”",1510103820,,
运营,编辑,记者,资深记者,创业黑马,15,2017/11/8 9:12,5, 本科,北京,“五险一金、补充医疗、包吃、 节日福利”,1510103520,,
运营,编辑,记者,高级记者,武汉亿房网,5,2017/11/8 11:24,1, 本科,武汉,“带薪年假，五险一金，周末双休，晋升空间大”,1510111440,,
运营,编辑,记者,记者,大比特商务网,4,2017/11/6 0:00,1, 本科,广州,“五险一金、双休制、带薪年假15天、旅游”,1509897600,,
运营,编辑,记者,资深记者,新浪网,10,2017/11/6 0:00,3, 本科,北京,“成熟平台”,1509897600,,
运营,编辑,记者,新媒体记者,欧界传媒,4,2017/11/7 0:00,1, 本科,广州,"“轻松的气氛,五险一金,节日礼金”",1509984000,,
运营,编辑,记者,记者,鸵鸟创投媒体,5,2017/11/7 0:00,1, 本科,上海,"“地铁周边,五险一金,饭贴,时代前沿”",1509984000,,
运营,编辑,记者,采编/记者,东方华章,5,2017/11/6 0:00,3, 本科,北京,"“创新,卓越,团结,坚持”",1509897600,,
运营,编辑,记者,资深记者,屏芯科技,8,2017/10/25 0:00,1, 本科,北京,“五险一金+免费下午茶+周末双休”,1508860800,,
运营,编辑,记者,高级编辑/记者,新知百略,6,2017/11/8 10:00,1, 大专,北京,“五险一金、弹性工作、餐饮补贴、美女帅哥多”,1510106400,,
运营,编辑,记者,商业记者,久邦GOMO,6,2017/11/8 13:53,1, 本科,广州,"“年轻,活力,机会多”",1510120380,,
运营,编辑,记者,网剧记者,魔数映画,6,2017/11/7 0:00,1, 大专,北京,“五险、绩效奖金、年终奖”,1509984000,,
运营,编辑,记者,记者,新零售100人,8,2017/10/20 0:00,1, 本科,杭州,"“五险一金,双休,环境优美”",1508428800,,
运营,编辑,记者,记者,鲸媒体,5,2017/11/6 0:00,1, 本科,北京,"“五险一金,餐费补贴,专业培训,定期体检”",1509897600,,
运营,编辑,记者,记者,动点科技,5,2017/11/6 0:00,1, 本科,上海,"“国际化,科技媒体,创新创业”",1509897600,,
运营,编辑,记者,记者,引爆点互动科技,6,2017/11/8 18:56,1, 大专,北京,"“好玩,有趣,活动多,发展空间大”",1510138560,,
运营,编辑,记者,记者,GeekCar,5,2017/11/6 0:00,0, 本科,北京,“开放自由 视角独特”,1509897600,,
运营,编辑,记者,记者,北京蓝色光标数字营销机构,7,2017/11/8 10:14,1, 本科,北京,"“高大上,福利全,假期多,有股票”",1510107240,,
运营,编辑,记者,记者,创业邦,8,2017/10/12 0:00,1, 本科,北京,“五险一金、周末双休、各种福利”,1507737600,,
运营,编辑,记者,记者,成都菁苗教育科技股份,4,2017/10/25 0:00,1, 本科,成都,"“商报控股,福利好”",1508860800,,
运营,编辑,记者,财经记者,Q房网,9,2017/11/8 9:49,1, 大专,深圳,"“五险一金,职位补贴,六日双休,年度旅游”",1510105740,,
运营,编辑,记者,记者,万联亿通,5,2017/11/6 0:00,1, 本科,深圳,"“高成长,快节奏,知识面广”",1509897600,,
运营,编辑,记者,资讯编辑 - 记者方向,玩盒科技,5,2017/11/8 9:57,1, 本科,广州,"“年底双薪,五险一金,年度旅游,饭补”",1510106220,,
运营,编辑,记者,记者（教育）,芥末堆,8,2017/11/6 0:00,1, 本科,北京,"“员工持股,海外团建,弹性工作”",1509897600,,
市场与销售,市场/营销,政府关系,政府关系,Hellobike哈罗单车,5,2017/11/8 10:11,0, 大专,温州,"“五险一金,绩效奖金,快速晋升,股票期权”",1510107060,,
市场与销售,市场/营销,政府关系,政府关系,简书,10,2017/11/8 9:58,3, 本科,上海,"“大牛团队,福利多多,创业氛围,扁平管理”",1510106280,,
市场与销售,市场/营销,政府关系,政府关系,触手,15,2017/11/8 15:50,5, 本科,杭州,"“五险一金,弹性时间,政府关系”",1510127400,,
市场与销售,市场/营销,政府关系,政府关系经理,蜜蜂出行,4,2017/11/8 11:45,1, 大专,郑州,"“扁平化,双休,六险一金,不定期团建”",1510112700,,
市场与销售,市场/营销,政府关系,政府关系,恒天易开,10,2017/11/8 9:22,1, 本科,北京,“易开租车，打造绿色出行方式”,1510104120,,
市场与销售,市场/营销,政府关系,政府关系,ofo,6,2017/11/7 0:00,3, 大专,西安,"“弹性时间,零食”",1509984000,,
市场与销售,市场/营销,政府关系,政府关系,地平线机器人,10,2017/11/7 0:00,0, 不限,南京,“六险一金福利好、弹性工作制”,1509984000,,
市场与销售,市场/营销,政府关系,政府关系专员,美甲帮,6,2017/11/8 10:34,1, 本科,广州,"“公司前景好,团队年轻,员工福利好”",1510108440,,
市场与销售,市场/营销,政府关系,政府关系总监,36计商学院,8,2017/11/8 9:34,5, 大专,深圳,"“福利多,工作氛围好,发展空间大,弹性工作”",1510104840,,
市场与销售,市场/营销,政府关系,政府关系,我来贷WeLab,10,2017/11/7 0:00,5, 本科,深圳,"“股票期权,年终奖金,绩效奖金,扁平管理”",1509984000,,
市场与销售,市场/营销,政府关系,【政府关系总监】,新氧盒子,30,2017/11/8 2:52,0, 本科,北京,"“金融局,金融办,一行三会”",1510080720,,
市场与销售,市场/营销,政府关系,政府关系经理,3W集团,6,2017/11/8 10:17,3, 本科,西安,"“成长空间大,行业前沿,福利待遇佳”",1510107420,,
市场与销售,市场/营销,政府关系,政府关系专员,东家,12,2017/11/8 8:36,5, 本科,杭州,"“公司平台好,福利待遇好,发展空间大”",1510101360,,
市场与销售,市场/营销,政府关系,政府关系与事务专员,码隆科技,6,2017/11/7 0:00,3, 本科,深圳,"“弹性工作制,广阔发展前”",1509984000,,
市场与销售,市场/营销,政府关系,政府关系总监,斗米兼职,30,2017/11/8 11:48,5, 本科,北京,"“六险一金,节日福利”",1510112880,,
市场与销售,市场/营销,政府关系,政府关系,Hellobike哈罗单车,5,2017/11/8 10:11,0, 大专,金华,"“五险一金,快速晋升,绩效奖金,年底双薪”",1510107060,,
市场与销售,市场/营销,政府关系,政府关系经理,七牛云,10,2017/11/8 8:52,3, 本科,上海,“年假病假， 免费早餐，免费健身，零食饮料”,1510102320,,
市场与销售,市场/营销,政府关系,政府关系经理,mobike摩拜单车,15,2017/11/8 13:52,3, 本科,北京,“网红公司”,1510120320,,
市场与销售,市场/营销,政府关系,政府关系,嘟嘟巴士,10,2017/11/6 0:00,3, 本科,深圳,“福利待遇好”,1509897600,,
市场与销售,市场/营销,政府关系,政府关系经理,小蚁,18,2017/11/8 13:31,5, 本科,上海,"“小米生态链,智能硬件,科技公司,餐补茶歇”",1510119060,,
市场与销售,市场/营销,政府关系,政府关系专员,人人车,6,2017/11/7 0:00,1, 本科,北京,“福利待遇好”,1509984000,,
市场与销售,市场/营销,政府关系,政府关系,新片场,15,2017/11/8 10:50,5, 本科,北京,"“发展空间大,福利多”",1510109400,,
市场与销售,市场/营销,政府关系,政府关系-上海,美团点评,20,2017/10/18 0:00,1, 本科,上海,“发展平台”,1508256000,,
市场与销售,市场/营销,政府关系,政府关系实习生,一点资讯,2,2017/11/8 10:15,0, 不限,北京,“绩效奖金”,1510107300,,
市场与销售,市场/营销,政府关系,政府关系助理,YY Inc,2,2017/11/7 0:00,0, 本科,广州,“上市公司，福利齐全”,1509984000,,
市场与销售,市场/营销,政府关系,政府关系专员,多牛传媒,4,2017/11/8 9:11,1, 本科,北京,"“五险一金,周末双休”",1510103460,,
市场与销售,市场/营销,政府关系,政府关系专员,ofo,5,2017/11/7 0:00,1, 大专,西安,“下午茶，五险一金”,1509984000,,
市场与销售,市场/营销,政府关系,政府关系,随地付,10,2017/10/10 0:00,3, 本科,杭州,"“五险一金,工作氛围佳,老板随和,年底国外游”",1507564800,,
市场与销售,市场/营销,政府关系,政府关系专员/政府事务专员/政府对接专员,基石生命,4,2017/11/8 9:07,1, 不限,北京,“五险一金；绩效奖金；年终分红；交通补助等”,1510103220,,
市场与销售,市场/营销,政府关系,政府关系经理,蜜蜂出行,5,2017/11/1 0:00,3, 不限,郑州,“年底双薪”,1509465600,,
市场与销售,市场/营销,政府关系,政府关系,Hellobike哈罗单车,5,2017/11/8 10:11,0, 大专,宁波,"“五险一金,股票期权,绩效奖金,快速晋升”",1510107060,,
市场与销售,市场/营销,政府关系,政府关系经理,mobike摩拜单车,15,2017/11/7 0:00,5, 本科,深圳,“年底奖金 期权”,1509984000,,
市场与销售,市场/营销,政府关系,政府关系专员,人人车,6,2017/11/7 0:00,1, 本科,北京,“平台大，成长快，邻地铁”,1509984000,,
市场与销售,市场/营销,政府关系,政府关系经理,领投鸟,10,2017/11/8 9:51,3, 本科,上海,“险一金；弹性工作；节日福利；带薪年假”,1510105860,,
市场与销售,市场/营销,政府关系,政府关系总监,APUS Group,30,2017/11/7 0:00,1, 本科,北京,"“六险一金,带薪年假,发展迅速”",1509984000,,
市场与销售,市场/营销,政府关系,政府关系专员,ZStack,8,2017/11/7 0:00,1, 本科,上海,"“阿里混合云,扁平化管理,好福利,大牛云集”",1509984000,,
市场与销售,市场/营销,政府关系,政府关系经理,黑派科技,8,2017/11/3 0:00,1, 本科,北京,"“大牛云集,成长迅速,福利待遇好,团队氛围好”",1509638400,,
市场与销售,市场/营销,政府关系,政府关系经理,趣理财,10,2017/11/7 0:00,3, 本科,杭州,"“五险一金,年体检,早十晚六,餐补”",1509984000,,
市场与销售,市场/营销,政府关系,政府关系经理,中腾信,14,2017/11/8 18:27,3, 本科,北京,"“中信系,年终奖丰厚”",1510136820,,
市场与销售,市场/营销,政府关系,政府关系经理,小蚁,15,2017/11/8 13:31,5, 本科,北京,“小米顶级生态链企业”,1510119060,,
市场与销售,市场/营销,政府关系,政府关系经理,百灵鸟,10,2017/10/31 0:00,1, 本科,深圳,"“体育互联,朝阳行业,薪资福利优,氛围和谐”",1509379200,,
市场与销售,市场/营销,政府关系,政府关系总监(J10961),沪江,30,2017/11/8 12:01,5, 本科,北京,“上市前夜 周末双休 弹性办公”,1510113660,,
市场与销售,市场/营销,政府关系,政府关系总监,奇点金服,40,2017/11/7 0:00,5, 本科,北京,"“硅谷文化,精英团队,独角兽公司”",1509984000,,
市场与销售,市场/营销,政府关系,政府关系总监,蜜蜂出行,15,2017/11/2 0:00,5, 不限,北京,"“发展迅速,行业第一”",1509552000,,
市场与销售,市场/营销,政府关系,政府关系经理/高级经理,敦煌网,10,2017/11/8 10:52,5, 本科,北京,"“五险一金,绩效奖金,通讯补贴,弹性工作”",1510109520,,
市场与销售,市场/营销,政府关系,政府关系,Hellobike哈罗单车,5,2017/11/8 10:11,3, 大专,唐山,"“年假,高福利”",1510107060,,
市场与销售,市场/营销,政府关系,政府关系经理,mobike摩拜单车,15,2017/11/8 13:52,3, 本科,北京,“网红公司”,1510120320,,
市场与销售,市场/营销,政府关系,政府关系（专员）,个推,6,2017/11/2 0:00,1, 本科,杭州,“互联网独角兽 薪资福利佳”,1509552000,,
市场与销售,市场/营销,政府关系,政府关系经理,APUS Group,20,2017/11/7 0:00,3, 本科,北京,"“年终奖金,房补车补,节日福利,周末双休”",1509984000,,
市场与销售,市场/营销,政府关系,政府关系经理,创业邦,8,2017/10/11 0:00,1, 本科,北京,"“发展空间大,福利待遇好”",1507651200,,
市场与销售,市场/营销,政府关系,政府关系经理,运满满,15,2017/10/10 0:00,5, 本科,北京,"“五险一金,年终奖金,扁平化管理,平台大”",1507564800,,
市场与销售,市场/营销,政府关系,政府关系专员,美团点评,10,2017/11/8 10:38,3, 本科,北京,"“牛人聚集,丰厚薪资,免费班车,股票期权”",1510108680,,
市场与销售,市场/营销,政府关系,政府关系经理,小赢科技,10,2017/11/7 0:00,3, 本科,深圳,“富诱惑力的薪酬、良好的发展机会”,1509984000,,
市场与销售,市场/营销,政府关系,政府关系经理,碧虎科技,10,2017/10/19 0:00,0, 本科,上海,“带薪年假 周末双休 广阔发展空间”,1508342400,,
市场与销售,市场/营销,政府关系,政府关系/市场,爱家田螺,8,2017/10/23 0:00,1, 本科,杭州,"“前景广,团队活跃,年轻人多,重成长”",1508688000,,
市场与销售,市场/营销,政府关系,政府关系经理,3W集团,10,2017/11/8 10:17,3, 本科,北京,"“免费两餐,福利好,氛围好,成长空间”",1510107420,,
市场与销售,市场/营销,政府关系,政府关系专员,GALASPORTS,5,2017/11/3 0:00,1, 本科,深圳,"“红包大,年假多”",1509638400,,
市场与销售,市场/营销,政府关系,政府关系,知了青年,5,2017/10/31 0:00,1, 大专,北京,"“地铁周边,办公环境良”",1509379200,,
市场与销售,市场/营销,政府关系,培优总部-政府关系主管/经理,好未来,10,2017/11/7 0:00,3, 本科,北京,“六险一金 绩效奖金 年终奖金”,1509984000,,
市场与销售,市场/营销,政府关系,政府关系专员,瓜子二手车直卖网,6,2017/10/23 0:00,0, 本科,北京,“五险一金+超长年假+节日福利+弹性工作时间”,1508688000,,
市场与销售,投资,投资顾问,投资顾问,亿鑫达,3,2017/11/8 17:00,0, 不限,石家庄,1510131600,,,
市场与销售,投资,投资顾问,投资顾问,善林金融,2,2017/11/8 15:20,0, 不限,佛山,“五险一金、五天制、时间自由、法定节假日。”,1510125600,,
市场与销售,投资,投资顾问,投资顾问,钱生钱咨询,10,2017/11/8 7:12,1, 不限,北京,“早9晚6，双休，不加班，上5险”,1510096320,,
市场与销售,投资,投资顾问,高端投资顾问,丽兹行,7,2017/11/8 19:20,0, 本科,上海,"“高薪,高底薪,带薪培训,晋升空间大”",1510140000,,
市场与销售,投资,投资顾问,投资顾问,广东中原地产科贸,8,2017/11/8 14:22,0, 大专,广州,“薪资待遇高，晋升机会多，平台大”,1510122120,,
市场与销售,投资,投资顾问,金牌投资顾问,骏嘉财通,6,2017/11/8 17:16,0, 大专,北京,"“带薪培训,孝薪基金,员工宿舍”",1510132560,,
市场与销售,投资,投资顾问,理财投资顾问,深圳市名瑞德国际金融服务有限公司,8,2017/11/8 15:46,0, 大专,深圳,"“薪资福利好,晋升空间大,临近地铁,做五休二”",1510127160,,
市场与销售,投资,投资顾问,投资顾问,微贷网,6,2017/11/8 11:34,0, 大专,杭州,"“双休,带薪年休假,下午茶,年终奖”",1510112040,,
市场与销售,投资,投资顾问,投资顾问,宜信,15,2017/11/8 10:17,1, 大专,北京,"“高额佣金,六险一金,专业培训,公司规模大”",1510107420,,
市场与销售,投资,投资顾问,证券投资顾问,天金加银集团,8,2017/11/7 0:00,1, 本科,天津,"“社险公积金,奢华下午茶,带薪年假,5A级办公”",1509984000,,
市场与销售,投资,投资顾问,投资顾问,金大师,8,2017/10/24 0:00,0, 大专,广州,“广阔的职业发展与晋升空间”,1508774400,,
市场与销售,投资,投资顾问,投资/理财顾问,红上金融,4,2017/11/8 9:37,1, 大专,无锡,“五险一金，周末双休，带薪年假，节日福利”,1510105020,,
市场与销售,投资,投资顾问,投资理财顾问,央金所（杭州）科技有限公司,5,2017/11/8 17:20,0, 不限,杭州,"“福利好,提点高,氛围好,老板好”",1510132800,,
市场与销售,投资,投资顾问,投资顾问,金融界网站（互联网证券）,8,2017/11/8 16:25,1, 本科,北京,“支持挂靠 投顾咨询 专业平台 上市公司”,1510129500,,
市场与销售,投资,投资顾问,投资顾问,佛山巨投,2,2017/11/6 0:00,0, 大专,佛山,"“朝九晚五,周末双休,提成,住宿”",1509897600,,
市场与销售,投资,投资顾问,投资顾问,丽兹行,8,2017/11/8 19:20,1, 本科,上海,"“高薪,高端人脉,带薪培新,氛围好”",1510140000,,
市场与销售,投资,投资顾问,金融销售/投资顾问,互存金融,30,2017/11/8 9:47,1, 大专,杭州,"“五险一金,周末双休,绩效奖金,弹性工作”",1510105620,,
市场与销售,投资,投资顾问,投资顾问,好买基金网（联想腾讯注资企业）,6,2017/11/8 9:31,1, 大专,上海,"“产品多样,风控严,培训多,专业”",1510104660,,
市场与销售,投资,投资顾问,投资顾问,中泉信息,5,2017/11/7 0:00,0, 大专,长沙,"“周末双休,五险一金,住房补贴,晋升空间大”",1509984000,,
市场与销售,投资,投资顾问,投资顾问,圭顿金融,6,2017/10/10 0:00,0, 大专,长沙,“双休，朝九晚六，五险一金”,1507564800,,
市场与销售,投资,投资顾问,投资顾问,首证投顾,6,2017/11/8 9:08,1, 本科,北京,"“五险,带薪年假,节日福利,全勤奖”",1510103280,,
市场与销售,投资,投资顾问,投资顾问,联讯证券珠海营业部,4,2017/10/25 0:00,1, 本科,珠海,"“双休,朝九晚五,高额提成,绩效奖”",1508860800,,
市场与销售,投资,投资顾问,投资顾问,钱生钱咨询,10,2017/11/7 0:00,1, 不限,北京,“早9晚6，不加班，双休，上5险”,1509984000,,
市场与销售,投资,投资顾问,投资顾问,上海森洋,8,2017/10/25 0:00,0, 大专,郑州,“无责3000底薪+全勤+高提成+其他福利”,1508860800,,
市场与销售,投资,投资顾问,投资顾问（美股）,中地控股,10,2017/11/8 19:00,3, 本科,深圳,"“各项补贴,专业,高效”",1510138800,,
市场与销售,投资,投资顾问,投资顾问/业务主管,央企背景综合性财富管理,10,2017/11/7 0:00,1, 本科,北京,“央企背景，综合财富平台，年入百万不是梦！”,1509984000,,
市场与销售,投资,投资顾问,投资顾问,融铎网络,5,2017/11/6 0:00,5, 本科,西安,"“弹性工作,五险”",1509897600,,
市场与销售,投资,投资顾问,投资顾问,万烨天华,4,2017/10/21 0:00,0, 不限,青岛,“一份你做了就不想走的工作。”,1508515200,,
市场与销售,投资,投资顾问,投资顾问,奇点金服,10,2017/11/7 0:00,0, 本科,北京,"“企业理财,对公业务,创投圈,TMT”",1509984000,,
市场与销售,投资,投资顾问,投资顾问,天津中金在线,8,2017/11/8 15:31,0, 不限,天津,"“五险一金,带薪年假,月休八天,员工旅游”",1510126260,,
市场与销售,投资,投资顾问,高端投资顾问,丽兹行,7,2017/11/8 19:20,0, 本科,上海,"“高薪,高端人脉,晋升空间大,氛围好”",1510140000,,
市场与销售,投资,投资顾问,投资顾问,钱生钱咨询,10,2017/11/6 0:00,1, 不限,北京,“早9晚6，双休，不加班，上5险”,1509897600,,
市场与销售,投资,投资顾问,投资顾问,奇点金服,10,2017/11/7 0:00,0, 本科,深圳,"“融资,投资,创投圈”",1509984000,,
市场与销售,投资,投资顾问,投资顾问,股票雷达,5,2017/11/6 0:00,0, 不限,北京,"“待遇优,晋升空间大”",1509897600,,
市场与销售,投资,投资顾问,投资顾问,巨龙鼎,5,2017/10/30 0:00,0, 大专,武汉,"“提供住宿,周末双休,带薪培训,带薪年假”",1509292800,,
市场与销售,投资,投资顾问,投资顾问,投哪儿大股东,4,2017/11/7 0:00,0, 不限,广州,"“股权众筹,P2P,金融理财”",1509984000,,
市场与销售,投资,投资顾问,投资顾问,宸豪,3,2017/11/7 0:00,0, 不限,杭州,“五险一金、奖金丰厚、旅游、体检”,1509984000,,
市场与销售,投资,投资顾问,投资顾问,佛山巨投,2,2017/11/6 0:00,0, 大专,广州,"“朝九晚五,周末双休,提成,福利好”",1509897600,,
