Job_name,class_one,class_two,class_three,job_company,low_salary,low _year,job_edu,job_area,second_time
测试,技术,测试,测试其它,微盟,9,3, 大专,上海,1509984000
测试工程师,技术,测试,测试其它,爱致（AZLOOK）国际时尚配饰体验式消费服务平台,6,1, 不限,北京,1510125000
测试工程师,技术,测试,测试其它,华云数据,7,1, 本科,无锡,1510106640
测试,技术,测试,测试其它,有鱼金融科技,6,1, 本科,上海,1510103220
性能测试,技术,测试,测试其它,链钱集团,10,1, 大专,杭州,1510113780
测试,技术,测试,测试其它,小狗在家,9,3, 本科,上海,1510139400
性能测试,技术,测试,测试其它,浙江执御信息技术有限公司,15,3, 不限,杭州,1510103460
测试部-测试工程师（双师）,技术,测试,测试其它,好未来,15,1, 本科,北京,1510102080
测试,技术,测试,测试其它,泛微,6,1, 本科,上海,1510109160
测试工程师,技术,测试,测试其它,360,15,3, 本科,北京,1509897600
测试,技术,测试,测试其它,有鱼金融科技,6,1, 本科,上海,1509984000
测试工程师（QA）,技术,测试,测试其它,网宿科技,8,1, 本科,厦门,1510105080
测试工程师,技术,测试,测试其它,思源时代,4,1, 大专,郑州,1510105680
性能测试,技术,测试,测试其它,新致软件,10,1, 大专,杭州,1510101120
测试工程师,技术,测试,测试其它,钛马车联网,8,3, 本科,南昌,1510136580
测试工程师,技术,测试,测试其它,链家上海研发中心,7,1, 本科,上海,1510135320
测试,技术,测试,测试其它,新光供应链,8,1, 大专,杭州,1510119420
测试工程师,技术,测试,测试其它,灵雀云,6,1, 本科,南京,1510112640
系统测试,技术,测试,测试其它,瞬联软件科技（北京）有限公司,12,0, 本科,上海,1510093380
测试开发工程师,技术,测试,测试其它,华云数据,8,3, 大专,无锡,1510106640
测试工程师,技术,测试,测试其它,变蛙网络,8,3, 本科,杭州,1510126320
软件测试,技术,测试,测试其它,浙江执御信息技术有限公司,10,0, 大专,杭州,1510103460
测试,技术,测试,测试其它,北京盛安德,10,3, 本科,杭州,1510133820
测试,技术,测试,测试其它,泛微,6,1, 本科,上海,1510109160
【手卫】测试工程师,技术,测试,测试其它,360,25,5, 本科,北京,1509292800
测试（徐汇区）,技术,测试,测试其它,有鱼金融科技,8,1, 本科,上海,1509984000
性能测试,技术,测试,测试其它,新致软件,8,1, 大专,杭州,1510101120
测试工程师,技术,测试,测试其它,链家上海研发中心,12,3, 本科,上海,1510135320
测试工程师,技术,测试,测试其它,网宿科技,10,1, 本科,厦门,1510105140
测试工程师,技术,测试,测试其它,远传技术,8,5, 本科,杭州,1510129740
测试工程师,技术,测试,测试其它,鑫合汇,8,1, 本科,杭州,1510128660
软件测试,技术,测试,测试其它,UU跑腿,6,3, 大专,郑州,1510133100
测试工程师,技术,测试,测试其它,大唐互娱,6,1, 本科,北京,1510126380
测试,技术,测试,测试其它,辰沅金融,14,3, 本科,上海,1510106580
测试工程师,技术,测试,测试其它,一米好地,10,3, 本科,上海,1510118700
测试工程师,技术,测试,测试其它,金蝶,10,3, 本科,深圳,1510112580
测试工程师,技术,测试,测试其它,上海西信,5,1, 本科,乌鲁木齐,1510108680
软件测试,技术,测试,测试其它,安徽华米科技,6,1, 大专,合肥,1510105980
系统安全工程师,技术,运维,系统安全,小源科技,10,1, 本科,珠海,1510113060
系统安全研究员,技术,运维,系统安全,安恒信息,15,1, 本科,杭州,1510104120
系统安全工程师,技术,运维,系统安全,凤翮正道,13,1, 大专,杭州,1510104780
系统安全工程师,技术,运维,系统安全,途虎养车网,10,3, 本科,上海,1510132320
操作系统安全研究员,技术,运维,系统安全,启明星辰,10,1, 博士,北京,1509897600
系统安全工程师,技术,运维,系统安全,tap4fun,20,3, 本科,成都,1510105440
系统安全工程师,技术,运维,系统安全,DerbySoft,15,3, 本科,上海,1509638400
系统安全开发工程师,技术,运维,系统安全,小米,17,0, 本科,北京,1510140720
安全工程师-系统安全分析,技术,运维,系统安全,京东,40,5, 本科,北京,1510104540
系统安全开发工程师,技术,运维,系统安全,大圣科技,10,3, 本科,广州,1510104120
MIG07-系统安全研究员（北京）,技术,运维,系统安全,腾讯,18,3, 大专,北京,1510104480
系统安全架构师,技术,运维,系统安全,万向区块链,18,0, 不限,上海,1508860800
系统安全研究员(二进制方向),技术,运维,系统安全,墨云科技,15,1, 本科,北京,1509897600
系统安全工程师（高级）J10691,技术,运维,系统安全,维信金融科技集团,12,3, 大专,上海,1508947200
美团云系统安全工程师,技术,运维,系统安全,美团点评,25,3, 本科,北京,1508774400
系统安全管理员,技术,运维,系统安全,启明星辰,10,1, 不限,北京,1509897600
系统安全工程师,技术,运维,系统安全,宜贷网,10,3, 不限,成都,1510125600
系统安全工程师,技术,运维,系统安全,微乾信息,15,1, 大专,广州,1509292800
系统安全工程师,技术,运维,系统安全,云宝聚合,10,5, 大专,深圳,1509638400
高级系统安全工程师,技术,运维,系统安全,多益网络,15,0, 不限,广州,1507564800
WAF系统安全开发工程师,技术,运维,系统安全,京东金融,15,3, 本科,北京,1510108800
系统安全运维管理岗,技术,运维,系统安全,联通软研院,15,5, 本科,北京,1509984000
Linux系统安全高级研发工程师,技术,运维,系统安全,信大捷安,8,3, 本科,西安,1509552000
系统安全风控开发分析,技术,运维,系统安全,平安证券,18,3, 本科,上海,1509033600
安全运维工程师（主机系统安全方向）,技术,运维,系统安全,盒子支付,6,1, 大专,深圳,1510109280
高级运维工程师-自动化方向,技术,硬件开发,自动化,mobike摩拜单车,20,3, 本科,北京,1510120320
系统运维工程师-自动化开发,技术,硬件开发,自动化,快钱,10,1, 大专,成都,1509984000
自动化工程师,技术,硬件开发,自动化,如涵电商,12,3, 本科,杭州,1509984000
自动化工程师,技术,硬件开发,自动化,盈通股份,6,1, 本科,深圳,1510102860
自动化运维,技术,硬件开发,自动化,瞬联软件科技（北京）有限公司,10,1, 本科,上海,1508860800
自动化/性能测试工程师（任一方向）,技术,硬件开发,自动化,玖富集团,15,3, 本科,北京,1510111380
自动化开发工程师,技术,硬件开发,自动化,微创,12,1, 本科,北京,1510107900
自动化软件工程师,技术,硬件开发,自动化,雷柏科技,12,3, 大专,深圳,1509984000
测试开发-API自动化方向,技术,硬件开发,自动化,INK 银客集团,14,3, 本科,北京,1509897600
自动化工程师,技术,硬件开发,自动化,精滤电子,5,1, 不限,东莞,1509292800
自动化工程师,技术,硬件开发,自动化,蓝天洗涤,5,0, 大专,北京,1509033600
自动化设备工程师,技术,硬件开发,自动化,新佰利,5,3, 本科,苏州,1509984000
自动化工程师,技术,硬件开发,自动化,和隆优化,10,1, 本科,北京,1508342400
电气工程师/自动化工程师,技术,硬件开发,自动化,镭目公司,7,3, 本科,长沙,1508947200
电气自动化工程师,技术,硬件开发,自动化,国以贤智能科技,8,1, 本科,上海,1509984000
自动化工程师/电气工程师,技术,硬件开发,自动化,三江源水务,5,1, 大专,武汉,1507478400
集团总部-网络运营部-运维自动化研发工程师,技术,硬件开发,自动化,搜狐媒体,20,3, 本科,北京,1508515200
Java开发工程师--内部自动化,技术,硬件开发,自动化,集微科技,8,3, 本科,厦门,1509897600
设备自动化工程师,技术,硬件开发,自动化,纽扣互动,5,0, 不限,成都,1509897600
自动化电气工程师,技术,硬件开发,自动化,神元科技,5,3, 本科,武汉,1509379200
自动化广告系统开发工程师,技术,硬件开发,自动化,莉莉丝游戏,15,3, 本科,上海,1509984000
测试工程师-接口自动化,技术,硬件开发,自动化,国家电网全资子公司北京汇通金财,12,3, 本科,北京,1508169600
非标自动化设计工程师,技术,硬件开发,自动化,贯通云网 GT,15,3, 本科,北京,1509984000
高级自动化工程师,技术,硬件开发,自动化,盾安传感,8,0, 本科,杭州,1507737600
高级研发工程师（高精地图自动化算法）,技术,硬件开发,自动化,百度,15,0, 本科,北京,1510130040
自动化机械工程师,技术,硬件开发,自动化,鑫信腾,8,3, 大专,深圳,1509984000
自动化设计工程师,技术,硬件开发,自动化,汇申数控,5,1, 大专,宁波,1509379200
自动化机械工程师,技术,硬件开发,自动化,易用设计,10,5, 本科,南京,1508774400
自动化电气工程师,技术,硬件开发,自动化,酷顶科技,6,3, 本科,上海,1507651200
自动化脚本开发,技术,硬件开发,自动化,华为终端,8,1, 本科,武汉,1507478400
自动化仓储设计工程师,技术,硬件开发,自动化,纵腾网络,10,3, 本科,深圳,1509984000
自动化设备维护工程师,技术,硬件开发,自动化,酷顶科技,3,1, 大专,东莞,1507651200
工业自动化软件开发工程师,技术,硬件开发,自动化,高思科技,12,3, 本科,深圳,1509897600
机械自动化工程师,技术,硬件开发,自动化,高科技材料、环保包装材料,3,0, 不限,上海,1509552000
高级/资深Web自动化及性能测试工程师,技术,硬件开发,自动化,指掌易,20,5, 本科,北京,1509552000
自动化测试,技术,硬件开发,自动化,家园网,15,1, 本科,北京,1510120380
自动化测试,技术,硬件开发,自动化,通力互联,9,1, 本科,杭州,1510122900
自动化测试,技术,硬件开发,自动化,新致软件,9,1, 大专,杭州,1510101120
自动化测试工程师,技术,硬件开发,自动化,乐天创研,10,5, 本科,大连,1510104360
自动化测试,技术,硬件开发,自动化,瞬联软件科技（北京）有限公司,11,1, 本科,上海,1510132260
自动化测试,技术,硬件开发,自动化,管易云,10,1, 本科,上海,1510107300
自动化测试,技术,硬件开发,自动化,爱财集团,15,5, 本科,杭州,1509984000
自动化测试,技术,硬件开发,自动化,销冠科技,13,3, 本科,杭州,1510124640
自动化测试工程师,技术,硬件开发,自动化,CLPS,14,5, 本科,成都,1510121280
自动化测试,技术,硬件开发,自动化,AA租车,15,3, 本科,北京,1510104060
自动化测试,技术,硬件开发,自动化,新致软件,10,3, 大专,杭州,1510101120
自动化测试工程师,技术,硬件开发,自动化,家园网,14,3, 本科,北京,1510106040
自动化测试,技术,硬件开发,自动化,瞬联软件科技（北京）有限公司,15,0, 本科,上海,1509984000
自动化结构工程师,技术,硬件开发,自动化,酷顶科技,6,3, 本科,上海,1507651200
自动化测试,技术,硬件开发,自动化,管易云,10,3, 本科,上海,1510107300
自动化运维开发工程师,技术,硬件开发,自动化,众安保险,15,1, 不限,上海,1510102800
白盒/自动化测试,技术,硬件开发,自动化,文思海辉,12,0, 本科,上海,1510105740
高级自动化测试,技术,硬件开发,自动化,融之家,20,5, 大专,上海,1510107240
自动化测试开发,技术,硬件开发,自动化,ezbuy,15,3, 本科,上海,1510111800
自动化测试工程师,技术,硬件开发,自动化,车国,10,3, 本科,杭州,1509897600
自动化测试工程师,技术,硬件开发,自动化,学堂在线,12,3, 本科,北京,1510135020
自动化测试工程师,技术,硬件开发,自动化,美柚,8,1, 本科,厦门,1510123200
自动化测试工程师,技术,硬件开发,自动化,达人网络,15,3, 本科,珠海,1510104780
上海高级自动化测试工程师,技术,硬件开发,自动化,武汉佰钧成技术有限公司,18,5, 本科,上海,1510112820
自动化测试工程师,技术,硬件开发,自动化,信领达,9,3, 本科,杭州,1510104300
.net程序员,技术,硬件开发,精益工程师,奇构软件,8,0, 不限,北京,1508947200
.net软件工程师,技术,硬件开发,精益工程师,奇构软件,8,0, 大专,北京,1508947200
射频工程师,技术,硬件开发,射频工程师,SENSORO,10,3, 本科,北京,1510133160
射频工程师,技术,硬件开发,射频工程师,美团点评,15,5, 本科,北京,1510104780
射频工程师,技术,硬件开发,射频工程师,武汉佰钧成技术有限公司,12,3, 本科,广州,1510124400
射频工程师,技术,硬件开发,射频工程师,一加手机,15,3, 本科,深圳,1510107540
射频工程师,技术,硬件开发,射频工程师,和源通信,10,3, 本科,上海,1510120200
射频工程师,技术,硬件开发,射频工程师,便利蜂,15,3, 本科,北京,1509465600
高级射频工程师,技术,硬件开发,射频工程师,Hellobike哈罗单车,15,3, 本科,上海,1510103280
高级射频工程师,技术,硬件开发,射频工程师,九爱科技,20,5, 本科,杭州,1510129680
高级射频工程师,技术,硬件开发,射频工程师,涂鸦智能,15,3, 本科,杭州,1510113780
高级射频工程师J10744,技术,硬件开发,射频工程师,龙旗,15,5, 本科,深圳,1510103580
射频工程师,技术,硬件开发,射频工程师,中安频谱,10,3, 本科,成都,1509984000
射频模块工程师,技术,硬件开发,射频工程师,源仪迅驰科技,10,1, 本科,北京,1509984000
高级射频工程师,技术,硬件开发,射频工程师,华士精成,10,3, 本科,深圳,1510109880
射频工程师,技术,硬件开发,射频工程师,任你说,12,3, 本科,北京,1507651200
射频工程师,技术,硬件开发,射频工程师,微米物联,10,3, 本科,广州,1510122300
FLASH开发工程师,设计,视觉设计,Flash设计师,卓睿网络,12,1, 大专,广州,1509984000
Flash设计,设计,视觉设计,Flash设计师,青果灵动,4,0, 不限,北京,1510132380
Flash开发工程师,设计,视觉设计,Flash设计师,游族网络,6,1, 本科,上海,1510108800
flash设计师,设计,视觉设计,Flash设计师,思享时代（北京）科技有限公司,4,0, 本科,北京,1510103520
Flash开发工程师,设计,视觉设计,Flash设计师,易居中国-创新研发中心,15,1, 本科,上海,1509984000
Flash高级研发,设计,视觉设计,Flash设计师,芒果tv,15,3, 本科,长沙,1510104300
Flash设计师,设计,视觉设计,Flash设计师,多益网络,4,0, 不限,广州,1508083200
Flash设计师,设计,视觉设计,Flash设计师,郑州简意科技,2,1, 大专,郑州,1509984000
页游Flash AS3开发工程师/AS3 程序员,设计,视觉设计,Flash设计师,Forgame,12,3, 大专,上海,1509465600
Flash AS3高级开发工程师,设计,视觉设计,Flash设计师,虎扑,10,3, 本科,上海,1510102860
flash开发工程师,设计,视觉设计,Flash设计师,风月科技,5,0, 大专,深圳,1509897600
高级flash开发,设计,视觉设计,Flash设计师,熊猫直播,15,3, 本科,北京,1509897600
高级Flash开发工程师,设计,视觉设计,Flash设计师,网心科技,18,3, 本科,深圳,1509897600
Flash开发工程师（直播方向）,设计,视觉设计,Flash设计师,哔哩哔哩,10,1, 本科,上海,1510111020
Flash设计师/视频设计师,设计,视觉设计,Flash设计师,贪玩游戏,5,1, 大专,广州,1510104360
培优总部-动画师（flash）,设计,视觉设计,Flash设计师,好未来,6,0, 大专,北京,1509984000
flash设计师,设计,视觉设计,Flash设计师,播美传媒,4,0, 不限,青岛,1507910400
FLASH开发工程师,设计,视觉设计,Flash设计师,Adsame,8,1, 大专,北京,1508947200
Flash/AS3游戏开发工程师,设计,视觉设计,Flash设计师,腾讯无线大连研发中心,7,3, 本科,大连,1510104600
Flash设计师,设计,视觉设计,Flash设计师,悠学科技,6,1, 本科,上海,1507564800
Flash动画工程师,设计,视觉设计,Flash设计师,畅游,8,3, 不限,北京,1509897600
Flash设计师,设计,视觉设计,Flash设计师,七小石科技,6,1, 不限,北京,1508860800
Flash设计师,设计,视觉设计,Flash设计师,九麟网络,8,1, 大专,北京,1509552000
Flash动画师,设计,视觉设计,Flash设计师,凯奇谷,4,0, 不限,成都,1510138860
flash动画师,设计,视觉设计,Flash设计师,世纪超星,5,0, 本科,北京,1510111800
Flash页游主程（AS3主程）,设计,视觉设计,Flash设计师,游族网络,25,5, 不限,上海,1510108800
客户端程序(flash经验),设计,视觉设计,Flash设计师,奥银网络长沙分公司,8,1, 不限,长沙,1509897600
FLASH 动画,设计,视觉设计,Flash设计师,高思教育集团,10,1, 大专,北京,1510110360
FLASH动画师,设计,视觉设计,Flash设计师,杭州明霖,10,1, 本科,杭州,1509552000
Flash/AS3页游前端,设计,视觉设计,Flash设计师,辰希网络,10,3, 大专,广州,1509897600
培优总部-原画师（flash）,设计,视觉设计,Flash设计师,好未来,6,0, 大专,北京,1509984000
flash AS3客户端开发工程师,设计,视觉设计,Flash设计师,实牛信息技术,10,1, 大专,上海,1509897600
Flash动画师,设计,视觉设计,Flash设计师,杭州明霖,9,1, 大专,杭州,1509552000
flash动画设计师,设计,视觉设计,Flash设计师,洋葱数学,6,1, 不限,北京,1509984000
Flash动画师,设计,视觉设计,Flash设计师,晓教育,4,1, 大专,广州,1509379200
FLASH动画师,设计,视觉设计,Flash设计师,上海幻棱,5,1, 大专,南京,1509984000
Flash动画设计师,设计,视觉设计,Flash设计师,PPTV聚力,8,1, 大专,上海,1510103820
Flash动画师,设计,视觉设计,Flash设计师,Clickkwala,5,1, 大专,广州,1509033600
flash课件制作,设计,视觉设计,Flash设计师,小学宝,7,0, 不限,北京,1509897600
flash广告设计,设计,视觉设计,Flash设计师,趣游（厦门）科技有限公司,6,1, 不限,厦门,1509897600
flash场景师,设计,视觉设计,Flash设计师,形动数码,6,1, 大专,广州,1509552000
AS3程序员/Flash 3d工程师,设计,视觉设计,Flash设计师,乐家数字科技,8,0, 大专,广州,1510103580
Flash特效设计师（高级）,设计,视觉设计,Flash设计师,西游网,8,3, 大专,成都,1510105500
Flash AS3高级游戏客户端开发工程师,设计,视觉设计,Flash设计师,三七互娱,15,3, 大专,上海,1510104060
flash广告设计师,设计,视觉设计,Flash设计师,贪玩游戏,8,1, 大专,广州,1507737600
Flash 动画,设计,视觉设计,Flash设计师,好未来,6,0, 大专,北京,1509984000
flash动画设计师,设计,视觉设计,Flash设计师,神算子教育,5,0, 本科,广州,1509897600
flash动画师,设计,视觉设计,Flash设计师,武汉永兴元,3,1, 大专,武汉,1508342400
Flash动画师,设计,视觉设计,Flash设计师,赛门仕博品牌,3,1, 大专,成都,1509552000
FLASH原画师,设计,视觉设计,Flash设计师,高思教育集团,6,1, 大专,北京,1509638400
Flash 3D主程（AS3 主程）,设计,视觉设计,Flash设计师,三七互娱,30,5, 不限,上海,1510104060
插画/FLASH/H5,设计,视觉设计,Flash设计师,大来,8,1, 本科,上海,1509552000
Flash动画师,设计,视觉设计,Flash设计师,嗨小冷,3,1, 大专,广州,1509984000
Flash动画设计师（100教育）(003699),设计,视觉设计,Flash设计师,YY Inc,5,3, 大专,北京,1509984000
flash动画师,设计,视觉设计,Flash设计师,飞碟说,4,1, 不限,上海,1508688000
FLASH/插画/H5,设计,视觉设计,Flash设计师,宝霖丰,8,1, 本科,上海,1509292800
Flash广告设计师,设计,视觉设计,Flash设计师,恺英网络,6,1, 不限,上海,1509379200
Flash动画设计师,设计,视觉设计,Flash设计师,巨网科技,4,1, 大专,上饶,1509897600
AS3客户端开发工程师（FLASH游戏）,设计,视觉设计,Flash设计师,众博长游,6,0, 大专,武汉,1509984000
flash设计/原画制作,设计,视觉设计,Flash设计师,金八力,7,3, 本科,北京,1507737600
设计经理,设计,高端职位,设计经理/主管,美甲帮,8,3, 本科,广州,1510108440
设计经理,设计,高端职位,设计经理/主管,青木科技,10,5, 大专,广州,1510120800
设计经理/主管,设计,高端职位,设计经理/主管,世联行,10,3, 本科,深圳,1510110780
设计经理/主管,设计,高端职位,设计经理/主管,广州百事通,5,1, 不限,广州,1510133400
设计总监/资深设计经理,设计,高端职位,设计经理/主管,互联网教育,25,0, 本科,杭州,1510130280
设计经理,设计,高端职位,设计经理/主管,原始空气,18,3, 本科,北京,1510119780
设计经理,设计,高端职位,设计经理/主管,喔噻科技,15,3, 本科,上海,1510112460
设计经理,设计,高端职位,设计经理/主管,蜻蜓FM,15,5, 本科,上海,1509984000
设计经理,设计,高端职位,设计经理/主管,爱奇艺,25,5, 本科,北京,1510130640
设计经理,设计,高端职位,设计经理/主管,全棉时代,10,5, 本科,深圳,1509984000
设计经理,设计,高端职位,设计经理/主管,万通顺达,15,3, 本科,深圳,1510112040
设计经理,设计,高端职位,设计经理/主管,好未来,12,3, 本科,北京,1509292800
设计经理/主管,设计,高端职位,设计经理/主管,罗盘科技,5,1, 大专,常州,1509724800
设计经理,设计,高端职位,设计经理/主管,浙江在隐,4,1, 大专,杭州,1510110480
创意/设计经理,设计,高端职位,设计经理/主管,面包旅行,15,5, 本科,北京,1510132140
设计经理,设计,高端职位,设计经理/主管,青木科技,10,5, 大专,广州,1510120800
设计经理,设计,高端职位,设计经理/主管,孔夫子旧书网,30,5, 本科,北京,1510103640
设计经理,设计,高端职位,设计经理/主管,佰仟金融,15,1, 本科,深圳,1509638400
品牌设计经理/总监,设计,高端职位,设计经理/主管,环球易购,15,5, 本科,深圳,1510107240
设计经理,设计,高端职位,设计经理/主管,国美互联网,12,5, 本科,北京,1509292800
设计经理,设计,高端职位,设计经理/主管,贝壳象,5,3, 本科,北京,1509897600
设计经理,设计,高端职位,设计经理/主管,设享,10,5, 本科,上海,1510105500
设计经理,设计,高端职位,设计经理/主管,沿途,8,1, 大专,南京,1509984000
设计经理/主管,设计,高端职位,设计经理/主管,盈联酒店管理,7,3, 大专,青岛,1508428800
高级UI设计师/设计经理,设计,高端职位,设计经理/主管,有品 PICOOC,20,3, 本科,北京,1510105560
设计经理,设计,高端职位,设计经理/主管,上海伊纳网络,10,3, 大专,上海,1509638400
产品设计师/设计经理/平面设计,设计,高端职位,设计经理/主管,上海众像,7,3, 本科,上海,1509984000
设计经理/主管,设计,高端职位,设计经理/主管,源慧信息,9,1, 大专,上海,1509379200
设计经理-170523,设计,高端职位,设计经理/主管,美团点评,25,5, 大专,北京,1509897600
设计经理,设计,高端职位,设计经理/主管,霸王（广州）有限公司,25,5, 不限,广州,1509465600
设计经理,设计,高端职位,设计经理/主管,速网电商,10,3, 大专,杭州,1507737600
设计经理,设计,高端职位,设计经理/主管,CIG,12,3, 本科,北京,1507651200
室内设计经理,设计,高端职位,设计经理/主管,超级猩猩健身,10,3, 本科,深圳,1510108080
设计经理/主管,设计,高端职位,设计经理/主管,华夏典当行,15,5, 大专,北京,1508774400
设计经理,设计,高端职位,设计经理/主管,维克网络,6,3, 大专,深圳,1508342400
空间设计经理-深圳-00902,设计,高端职位,设计经理/主管,百灵鸟,15,3, 本科,深圳,1509379200
精装设计经理,设计,高端职位,设计经理/主管,中锐教育集团,20,5, 本科,上海,1509638400
设计经理/主管,设计,高端职位,设计经理/主管,咖啡小镇,8,1, 不限,北京,1509465600
设计经理/主管,设计,高端职位,设计经理/主管,QualityIn质量学院,10,3, 本科,北京,1508860800
设计经理,设计,高端职位,设计经理/主管,玖财通,15,3, 本科,北京,1509897600
设计经理,设计,高端职位,设计经理/主管,博动公关,10,5, 大专,成都,1507824000
高级视觉设计师/设计经理,设计,高端职位,设计经理/主管,热点发现wowtrend,18,5, 大专,深圳,1510134000
室内设计经理,设计,高端职位,设计经理/主管,骅锶装饰,6,1, 不限,贵阳,1510119480
室内设计经理,设计,高端职位,设计经理/主管,美豪酒店,12,5, 大专,无锡,1509897600
设计经理,设计,高端职位,设计经理/主管,红演圈,10,3, 本科,北京,1508083200
资深平面设计师/设计经理,设计,高端职位,设计经理/主管,美点子,9,1, 不限,深圳,1509897600
设计经理,设计,高端职位,设计经理/主管,智合公关,8,3, 不限,北京,1508774400
设计经理,设计,高端职位,设计经理/主管,若羽臣-杭州分公司,10,3, 大专,杭州,1507478400
流程设计经理－业务,设计,高端职位,设计经理/主管,ofo,15,3, 本科,北京,1510122900
素材设计经理-深圳,设计,高端职位,设计经理/主管,美图公司,15,3, 本科,深圳,1510107120
工业设计经理,设计,高端职位,设计经理/主管,众托帮,15,5, 本科,上海,1510117440
室内设计经理,设计,高端职位,设计经理/主管,工道科技,9,3, 大专,深圳,1509984000
设计经理,设计,高端职位,设计经理/主管,北京汇智远扬文化传媒有限公司,18,5, 本科,北京,1507478400
美工，设计经理,设计,高端职位,设计经理/主管,峰銮科技,4,0, 不限,北京,1509292800
机电设计经理,设计,高端职位,设计经理/主管,美豪酒店,12,0, 大专,无锡,1509897600
产品设计经理,设计,高端职位,设计经理/主管,韩后电商,12,1, 大专,广州,1510070400
资深交互设计师/设计经理（移动端）,设计,高端职位,设计经理/主管,小蚁,20,5, 本科,深圳,1510119060
产品设计经理,设计,高端职位,设计经理/主管,世纪超星,12,3, 本科,北京,1509984000
电商设计经理,设计,高端职位,设计经理/主管,美甲帮,10,3, 本科,广州,1510140780
设计经理（龙珠直播）,设计,高端职位,设计经理/主管,PPTV聚力,15,5, 本科,上海,1510103820
记者,运营,编辑,记者,数字尾巴,1,1, 大专,深圳,1510111620
记者,运营,编辑,记者,智东西,6,0, 本科,北京,1510107180
记者,运营,编辑,记者,青声网络,5,1, 本科,杭州,1510107840
记者,运营,编辑,记者,一刻talks,10,1, 本科,北京,1509984000
内容主笔/记者,运营,编辑,记者,腾跃校长在线,8,3, 本科,北京,1510126860
资深编辑/记者,运营,编辑,记者,新知百略,8,3, 大专,北京,1510106400
科技媒体网站编辑/记者,运营,编辑,记者,巴比特,8,1, 本科,杭州,1510140960
明星直播频道宣传/记者,运营,编辑,记者,PPTV聚力,10,3, 本科,上海,1510103820
高级记者,运营,编辑,记者,投中信息,10,3, 本科,北京,1510100520
记者,运营,编辑,记者,以太资本,10,1, 本科,北京,1510109220
记者,运营,编辑,记者,小右科技,4,1, 大专,杭州,1509984000
新媒体编辑/记者,运营,编辑,记者,钓鱼之家,5,0, 本科,北京,1510113240
深度主管/记者,运营,编辑,记者,Q房网,9,1, 大专,深圳,1510105740
记者,运营,编辑,记者,创业黑马,10,1, 本科,北京,1510103520
记者,运营,编辑,记者,雷锋网,8,1, 本科,北京,1510137840
记者,运营,编辑,记者,青声网络,5,1, 本科,深圳,1510107840
资深编辑&记者&内容,运营,编辑,记者,新知百略,10,3, 大专,北京,1510106400
记者,运营,编辑,记者,华邑集团,7,3, 本科,杭州,1509984000
财经记者,运营,编辑,记者,金融界网站（互联网证券）,8,1, 本科,北京,1510131120
媒体编辑/记者,运营,编辑,记者,WINGCA,4,0, 本科,南京,1510124280
记者,运营,编辑,记者,母婴行业观察,6,1, 大专,北京,1510138500
记者以及实习生,运营,编辑,记者,卷卷科技,7,1, 本科,北京,1510103820
资深记者,运营,编辑,记者,创业黑马,15,5, 本科,北京,1510103520
高级记者,运营,编辑,记者,武汉亿房网,5,1, 本科,武汉,1510111440
记者,运营,编辑,记者,大比特商务网,4,1, 本科,广州,1509897600
资深记者,运营,编辑,记者,新浪网,10,3, 本科,北京,1509897600
新媒体记者,运营,编辑,记者,欧界传媒,4,1, 本科,广州,1509984000
记者,运营,编辑,记者,鸵鸟创投媒体,5,1, 本科,上海,1509984000
采编/记者,运营,编辑,记者,东方华章,5,3, 本科,北京,1509897600
资深记者,运营,编辑,记者,屏芯科技,8,1, 本科,北京,1508860800
高级编辑/记者,运营,编辑,记者,新知百略,6,1, 大专,北京,1510106400
商业记者,运营,编辑,记者,久邦GOMO,6,1, 本科,广州,1510120380
网剧记者,运营,编辑,记者,魔数映画,6,1, 大专,北京,1509984000
记者,运营,编辑,记者,新零售100人,8,1, 本科,杭州,1508428800
记者,运营,编辑,记者,鲸媒体,5,1, 本科,北京,1509897600
记者,运营,编辑,记者,动点科技,5,1, 本科,上海,1509897600
记者,运营,编辑,记者,引爆点互动科技,6,1, 大专,北京,1510138560
记者,运营,编辑,记者,GeekCar,5,0, 本科,北京,1509897600
记者,运营,编辑,记者,北京蓝色光标数字营销机构,7,1, 本科,北京,1510107240
记者,运营,编辑,记者,创业邦,8,1, 本科,北京,1507737600
记者,运营,编辑,记者,成都菁苗教育科技股份,4,1, 本科,成都,1508860800
财经记者,运营,编辑,记者,Q房网,9,1, 大专,深圳,1510105740
记者,运营,编辑,记者,万联亿通,5,1, 本科,深圳,1509897600
资讯编辑 - 记者方向,运营,编辑,记者,玩盒科技,5,1, 本科,广州,1510106220
记者（教育）,运营,编辑,记者,芥末堆,8,1, 本科,北京,1509897600
政府关系,市场与销售,市场/营销,政府关系,Hellobike哈罗单车,5,0, 大专,温州,1510107060
政府关系,市场与销售,市场/营销,政府关系,简书,10,3, 本科,上海,1510106280
政府关系,市场与销售,市场/营销,政府关系,触手,15,5, 本科,杭州,1510127400
政府关系经理,市场与销售,市场/营销,政府关系,蜜蜂出行,4,1, 大专,郑州,1510112700
政府关系,市场与销售,市场/营销,政府关系,恒天易开,10,1, 本科,北京,1510104120
政府关系,市场与销售,市场/营销,政府关系,ofo,6,3, 大专,西安,1509984000
政府关系,市场与销售,市场/营销,政府关系,地平线机器人,10,0, 不限,南京,1509984000
